fid,receiver_name,installation_type,receiver_status,active,deployment_date,recovery_date,longitude,latitude,park_name,park_type,authority,gaz_date,epbc
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Blacks Beach SCP,VR2Tx-490757,ARRAY,NA,Active,2026-03-24T00:00:00Z,NA,149.19,-21.04,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Horseshoe Bay SCP,VR2Tx-490762,ARRAY,NA,Active,2025-05-15T21:31:00Z,NA,146.84,-19.11,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Ellis Beach SCP,VR2Tx-490765,ARRAY,NA,Active,2026-06-05T21:10:00Z,NA,145.65,-16.72,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Clifton Beach SCP,VR2Tx-490766,ARRAY,NA,Active,2026-06-10T22:04:00Z,NA,145.68,-16.75,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Hope Island (South Cooktown),VR2Tx-491808,ARRAY,NA,Active,2026-03-04T00:00:00Z,NA,145.45,-15.72,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Sandbank1 Reef LTMP,VR2Tx-491817,ARRAY,NA,Active,2025-12-07T01:40:00Z,NA,144.89,-14.19,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Batt reef.B6,VR2W-101051,ARRAY,NA,Inactive,2015-10-23T00:00:00Z,NA,145.77,-16.37,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Russell Island (Franklands West) MMP,VR2W-101337,ARRAY,NA,Active,2025-02-11T06:00:00Z,NA,146.09,-17.22,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Corbett Reef LTMP,VR2W-101715,ARRAY,NA,Active,2025-12-08T22:30:00Z,NA,144.23,-13.9,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.OT L 2,VR2W-101725,ARRAY,RECOVERED,Inactive,2015-10-12T23:00:00Z,2016-11-07T03:59:00Z,152.06,-23.49,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.AIMS Scientific Zone.AIMS Scientific Zone Townsville.SSRZ 12,VR2W-101755,CURTAIN,RECOVERED,Inactive,2010-08-25T01:20:00Z,2011-11-10T00:45:12Z,147.06,-19.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.IMOS-ATF Orpheus Island.Orph 20,VR2W-101756,ARRAY,RECOVERED,Inactive,2015-03-09T23:24:50Z,2015-10-03T04:30:00Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.AIMS Scientific Zone.AIMS Scientific Zone Townsville.SSRZ 2,VR2W-101757,CURTAIN,RECOVERED,Inactive,2010-08-24T23:33:00Z,2011-11-08T23:47:13Z,147.05,-19.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.TB4",VR2W-101761,ARRAY,RECOVERED,Inactive,2015-12-18T14:00:00Z,2016-04-10T14:00:00Z,145.45,-14.65,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.TB2",VR2W-101773,ARRAY,RECOVERED,Inactive,2015-12-19T14:00:00Z,2016-04-10T14:00:00Z,145.45,-14.65,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.OT 4,VR2W-101777,ARRAY,RECOVERED,Inactive,2018-06-11T00:05:00Z,2021-02-26T02:07:00Z,152.09,-23.49,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.TB3",VR2W-101777,ARRAY,RECOVERED,Inactive,2015-12-20T10:10:00Z,2016-04-11T10:00:00Z,145.45,-14.65,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y8,VR2W-101780,ARRAY,RECOVERED,Inactive,2007-11-09T00:30:00Z,2008-11-09T00:00:00Z,147.62,-19.3,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y9,VR2W-101781,ARRAY,RECOVERED,Inactive,2007-11-09T04:15:00Z,2009-01-18T12:50:00Z,147.62,-19.3,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y10,VR2W-101782,ARRAY,RECOVERED,Inactive,2007-11-08T23:15:00Z,2010-06-30T23:30:00Z,147.62,-19.29,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y2,VR2W-101783,ARRAY,RECOVERED,Inactive,2007-11-09T04:40:00Z,2011-08-25T04:05:00Z,147.61,-19.3,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.IMOS-ATF Orpheus Island.Orph 19,VR2W-101786,ARRAY,RECOVERED,Inactive,2015-03-09T07:53:50Z,2015-10-03T02:26:25Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.HER 14,VR2W-101802,ARRAY,RECOVERED,Inactive,2019-06-10T02:34:00Z,2021-02-27T02:50:00Z,151.96,-23.47,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.OT L 1,VR2W-101803,ARRAY,RECOVERED,Inactive,2015-10-12T22:35:00Z,2016-11-07T03:34:00Z,152.05,-23.49,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.PALFREY_3",VR2W-101815,ARRAY,RECOVERED,Inactive,2015-12-19T14:00:00Z,2016-04-10T14:00:00Z,145.44,-14.69,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.HER 26,VR2W-101823,ARRAY,RECOVERED,Inactive,2019-06-09T02:42:00Z,2021-02-27T22:12:00Z,151.93,-23.44,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.TB1",VR2W-101824,ARRAY,RECOVERED,Inactive,2015-12-03T14:00:00Z,2015-12-18T14:00:00Z,145.44,-14.67,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.HER 28,VR2W-101828,ARRAY,RECOVERED,Inactive,2019-06-09T02:22:00Z,2021-02-27T22:29:00Z,151.96,-23.44,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Bucasia-Eimeo SCP,VR2W-101853,ARRAY,NA,Active,2026-07-06T20:58:00Z,NA,149.18,-21.03,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.OT 51,VR2W-101859,ARRAY,RECOVERED,Inactive,2018-06-12T00:03:00Z,2021-02-26T00:47:00Z,152.06,-23.48,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.The Key Hole,VR2W-101864,ARRAY,RECOVERED,Inactive,2018-06-11T03:21:00Z,2021-02-26T03:50:00Z,152.08,-23.51,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.NORTH_4",VR2W-101866,ARRAY,RECOVERED,Inactive,2015-12-18T14:00:00Z,2016-04-10T14:00:00Z,145.45,-14.64,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.21-591 Reef LTMP,VR2W-102025,ARRAY,NA,Active,2026-02-04T05:00:00Z,NA,150.38,-21.02,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.C4,VR2W-102049,ARRAY,RECOVERED,Inactive,2013-10-29T00:00:00Z,2014-03-20T00:00:00Z,146.82,-19.17,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Mackay Reef (Cape Tribulation),VR2W-102217,ARRAY,NA,Active,2026-03-08T00:00:00Z,NA,145.64,-16.04,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Hook 2,VR2W-102218,ARRAY,RECOVERED,Inactive,2024-05-16T04:00:00Z,2025-03-11T01:15:00Z,148.9,-20.16,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Batt reef.B5,VR2W-102220,ARRAY,RECOVERED,Inactive,2016-09-21T00:00:00Z,2017-12-31T14:00:00Z,145.8,-16.38,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Batt reef.B4,VR2W-102222,ARRAY,NA,Inactive,2016-09-21T00:00:00Z,NA,145.74,-16.36,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Scawfell Island (Refuge Bay),VR2W-102223,ARRAY,NA,Active,2025-10-21T00:00:00Z,NA,149.59,-20.86,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Cid Harbour 6,VR2W-102223,ARRAY,RECOVERED,Inactive,2018-12-12T22:58:00Z,2020-10-30T14:58:00Z,148.93,-20.26,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Pass 2 (Pass Whitsunday & Hazelwood islands),VR2W-102224,ARRAY,RECOVERED,Inactive,2020-07-29T14:00:00Z,2021-09-29T07:00:00Z,148.95,-20.33,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Batt reef.B3,VR2W-102225,ARRAY,RECOVERED,Inactive,2015-10-23T00:00:00Z,2017-10-22T23:12:00Z,145.85,-16.44,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Green island.GI,VR2W-102227,ARRAY,RECOVERED,Inactive,2015-12-03T00:00:00Z,2016-11-14T00:00:00Z,145.99,-16.75,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Raine Island.Raine is.,VR2W-102228,ARRAY,RECOVERED,Inactive,2015-03-30T00:00:00Z,2017-03-29T22:48:00Z,144.03,-11.58,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Batt reef.B2,VR2W-102229,ARRAY,RECOVERED,Inactive,2015-10-23T00:00:00Z,2017-10-09T01:07:21Z,145.8,-16.46,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Eva Island East,VR2W-102556,ARRAY,NA,Inactive,2019-05-28T14:00:00Z,NA,146.32,-18.23,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Gould Island Outside,VR2W-102558,ARRAY,NA,Inactive,2019-05-28T14:00:00Z,NA,146.19,-18.16,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Sudbury Reef,VR2W-102559,ARRAY,LOST,Inactive,2020-09-28T14:00:00Z,2020-09-29T05:00:00Z,146.22,-17.02,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Cape Richards Green,VR2W-102560,ARRAY,RECOVERED,Inactive,2019-05-28T14:00:00Z,2020-10-08T17:49:00Z,146.23,-18.19,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Brook Shoals,VR2W-102563,ARRAY,RECOVERED,Inactive,2019-05-22T14:00:00Z,2019-05-22T17:29:00Z,146.26,-18.16,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Brook Island North,VR2W-102565,ARRAY,RECOVERED,Inactive,2019-05-28T14:00:00Z,2020-05-29T17:10:00Z,146.27,-18.14,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Zoe Point Green,VR2W-102567,ARRAY,NA,Inactive,2019-05-26T14:00:00Z,NA,146.34,-18.38,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Cid Harbour 7,VR2W-102570,ARRAY,RECOVERED,Inactive,2024-05-14T23:50:00Z,2025-03-10T23:22:00Z,148.94,-20.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Rubble Patch,VR2W-102571,ARRAY,NA,Inactive,2019-05-28T14:00:00Z,NA,146.3,-18.21,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Forrest Beach Deep,VR2W-102572,ARRAY,RECOVERED,Inactive,2024-12-14T00:51:00Z,2025-03-20T23:20:00Z,146.32,-18.75,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Saxon Reef,VR2W-102575,ARRAY,NA,Active,2025-05-29T00:00:00Z,NA,145.98,-16.46,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Eva Ridge,VR2W-102578,ARRAY,NA,Inactive,2019-05-28T14:00:00Z,NA,146.31,-18.23,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Gladstone - Rodd's Peninsula,VR2W-102579,ARRAY,LOST,Inactive,2023-06-15T01:00:00Z,2024-09-09T00:00:00Z,151.62,-23.97,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Mantis Reef LTMP,VR2W-102581,ARRAY,NA,Active,2025-12-16T23:15:00Z,NA,143.85,-12.33,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Whitehaven Beach,VR2W-102584,ARRAY,RECOVERED,Inactive,2024-05-16T01:45:00Z,2025-03-10T01:30:00Z,149.05,-20.29,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Agnes Island,VR2W-102586,ARRAY,RECOVERED,Inactive,2019-05-26T14:00:00Z,2020-10-09T01:01:02Z,146.33,-18.35,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Eva Island South,VR2W-102591,ARRAY,RECOVERED,Inactive,2019-05-28T14:00:00Z,2020-10-09T01:02:15Z,146.32,-18.23,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.C8,VR2W-102895,ARRAY,RECOVERED,Inactive,2013-10-29T00:00:00Z,2014-04-29T00:00:00Z,146.84,-19.18,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.HER 16,VR2W-103386,ARRAY,RECOVERED,Inactive,2019-06-05T04:31:00Z,2021-02-27T04:15:00Z,151.93,-23.46,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.C5,VR2W-103681,ARRAY,RECOVERED,Inactive,2012-10-23T00:00:00Z,2013-04-14T00:00:00Z,146.82,-19.17,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.John Brewer Reef.Brewer 4,VR2W-103683,ARRAY,RECOVERED,Inactive,2014-04-19T22:35:17Z,2014-10-15T21:30:31Z,147.06,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 2,VR2W-103683,ARRAY,RECOVERED,Inactive,2016-02-12T01:07:00Z,2017-02-02T03:22:00Z,147.58,-18.57,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.C7,VR2W-103684,ARRAY,RECOVERED,Inactive,2013-10-29T00:00:00Z,2014-04-29T00:00:00Z,146.83,-19.18,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Batt reef.B7,VR2W-103925,ARRAY,RECOVERED,Inactive,2015-10-23T00:00:00Z,2017-10-09T01:03:59Z,145.72,-16.37,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Brook Islands (Hinchinbrook),VR2W-103931,ARRAY,NA,Active,2025-11-14T00:00:00Z,NA,146.27,-18.13,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Batt reef.B1,VR2W-103931,ARRAY,RECOVERED,Inactive,2016-09-21T00:00:00Z,2018-09-20T23:02:00Z,145.71,-16.41,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Batt reef.B8,VR2W-103933,ARRAY,RECOVERED,Inactive,2015-10-23T00:00:00Z,2017-10-12T22:39:00Z,145.71,-16.36,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.IMOS-ATF Orpheus Island.Orph 17,VR2W-103936,ARRAY,RECOVERED,Inactive,2015-03-08T04:41:50Z,2015-10-04T01:00:00Z,146.49,-18.64,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E29,VR2W-103938,ARRAY,RECOVERED,Inactive,2013-10-31T00:00:00Z,2014-03-18T00:00:00Z,146.98,-19.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E31,VR2W-103939,ARRAY,RECOVERED,Inactive,2008-10-31T21:00:00Z,2013-03-14T17:24:00Z,146.96,-19.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Kelso Reef.Kelso 1,VR2W-103939,ARRAY,NA,Inactive,2014-04-20T04:15:00Z,NA,146.99,-18.41,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.NORTH_3",VR2W-104177,ARRAY,RECOVERED,Inactive,2015-12-20T10:10:00Z,2016-04-11T10:00:00Z,145.45,-14.64,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.SOUTH_3",VR2W-104183,ARRAY,RECOVERED,Inactive,2015-12-18T14:00:00Z,2016-04-10T14:00:00Z,145.45,-14.65,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E7,VR2W-104195,ARRAY,RECOVERED,Inactive,2013-10-30T00:00:00Z,2014-05-06T00:00:00Z,146.96,-19.21,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.221,VR2W-104196,ARRAY,RECOVERED,Inactive,2020-12-09T01:15:00Z,2021-12-08T14:00:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Double Cone Island MMP,VR2W-104197,ARRAY,NA,Active,2026-02-23T01:27:00Z,NA,148.72,-20.1,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Pine Is MMP,VR2W-104197,ARRAY,RECOVERED,Inactive,2024-02-13T22:08:00Z,2025-02-05T01:02:00Z,148.88,-20.37,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E6,VR2W-104197,ARRAY,RECOVERED,Inactive,2013-10-30T00:00:00Z,2014-05-01T00:00:00Z,146.95,-19.22,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.254,VR2W-104197,ARRAY,RECOVERED,Inactive,2020-10-12T01:03:00Z,2021-05-22T01:59:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E27,VR2W-104200,ARRAY,RECOVERED,Inactive,2013-10-31T00:00:00Z,2014-03-17T00:00:00Z,147.01,-19.21,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.257,VR2W-104200,ARRAY,RECOVERED,Inactive,2021-05-24T04:03:00Z,2021-12-08T19:35:00Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Tounge reef.T,VR2W-104401,ARRAY,RECOVERED,Inactive,2015-10-23T00:00:00Z,2017-10-09T01:06:44Z,145.83,-16.4,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E5,VR2W-104785,ARRAY,RECOVERED,Inactive,2013-03-15T00:00:00Z,2013-06-17T00:00:00Z,146.93,-19.23,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
