fid,receiver_name,installation_type,receiver_status,active,deployment_date,recovery_date,longitude,latitude,park_name,park_type,authority,gaz_date,epbc
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.VP11,VR2W-125181,ARRAY,RECOVERED,Inactive,2014-06-30T01:20:00Z,2014-06-30T01:21:00Z,151.93,-23.43,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.IMOS-ATF Orpheus Island.ORPH 9,VR2W-125181,ARRAY,RECOVERED,Inactive,2018-04-20T00:43:11Z,2019-12-16T04:58:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.VP12,VR2W-125182,ARRAY,RECOVERED,Inactive,2014-06-30T01:50:00Z,2014-07-01T00:00:00Z,151.93,-23.43,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.232,VR2W-125182,ARRAY,RECOVERED,Inactive,2020-10-06T06:27:00Z,2021-12-09T09:40:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.VP13,VR2W-125183,ARRAY,NA,Inactive,2014-06-30T02:10:00Z,NA,151.93,-23.43,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.VP14,VR2W-125184,ARRAY,RECOVERED,Inactive,2014-06-30T02:40:00Z,2014-07-01T03:48:00Z,151.93,-23.43,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 9,VR2W-125185,ARRAY,RECOVERED,Inactive,2014-07-23T06:15:00Z,2014-10-18T00:20:15Z,147.29,-18.62,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.248,VR2W-125337,ARRAY,RECOVERED,Inactive,2020-10-07T22:09:00Z,2021-12-09T09:41:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Myrmidon Reef LTMP,VR2W-125340,ARRAY,RECOVERED,Inactive,2025-04-04T22:30:00Z,2026-04-25T22:00:00Z,147.38,-18.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.249,VR2W-125340,ARRAY,RECOVERED,Inactive,2020-10-08T23:09:00Z,2021-12-09T09:42:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Butterfly Bay,VR2W-125341,ARRAY,RECOVERED,Inactive,2024-05-15T03:20:00Z,2025-03-10T04:30:00Z,148.92,-20.06,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.239,VR2W-125341,ARRAY,RECOVERED,Inactive,2020-12-09T00:55:00Z,2021-12-09T09:43:00Z,146.49,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.244,VR2W-125536,ARRAY,RECOVERED,Inactive,2020-10-07T22:44:00Z,2021-12-09T09:43:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Project Manta.Lady Elliot Island SEQ.LEI_Tubes,VR2W-125558,ARRAY,RECOVERED,Inactive,2016-06-08T00:00:00Z,2016-09-12T00:00:00Z,152.72,-24.11,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Project Manta.Lady Elliot Island SEQ.VPS1,VR2W-125559,ARRAY,RECOVERED,Inactive,2017-11-03T04:30:00Z,2019-03-10T04:30:00Z,152.7,-24.11,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Project Manta.Lady Elliot Island SEQ.LEI_LHB,VR2W-125563,ARRAY,RECOVERED,Inactive,2016-09-13T00:00:00Z,2016-09-17T00:00:00Z,152.7,-24.11,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Chinaman Reef LTMP,VR2W-125669,ARRAY,NA,Active,2025-11-09T03:00:00Z,NA,152.66,-22,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Cape Sandwich North,VR2W-125669,ARRAY,RECOVERED,Inactive,2019-05-28T14:00:00Z,2020-11-30T15:20:00Z,146.29,-18.22,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Pass 1 (Pass between Whitsunday & Hook Is),VR2W-125672,ARRAY,RECOVERED,Inactive,2021-05-11T04:00:00Z,2022-05-16T18:18:00Z,148.95,-20.15,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Ribbon 5,VR2W-127266,ARRAY,NA,Active,2026-03-07T00:00:00Z,NA,145.77,-15.37,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Tongue Reef (Twisted Sister),VR2W-127266,ARRAY,RECOVERED,Inactive,2021-10-10T22:00:00Z,2023-05-07T02:00:00Z,145.86,-16.24,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Cape Sandwich East,VR2W-127281,ARRAY,NA,Inactive,2019-05-28T14:00:00Z,NA,146.3,-18.23,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Cairns Beach,VR2W-127283,ARRAY,NA,Active,2026-02-02T00:00:00Z,NA,148.95,-20.16,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Ramsay Beach North,VR2W-127284,ARRAY,NA,Inactive,2019-05-28T14:00:00Z,NA,146.3,-18.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Brook Island South,VR2W-127289,ARRAY,NA,Inactive,2019-05-28T14:00:00Z,NA,146.3,-18.15,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Blue Pearl Bay,VR2W-132736,ARRAY,NA,Active,2025-03-10T06:00:00Z,NA,148.88,-20.04,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Fingermark activity off Hinchinbrook Island.Hinchinbrook Island Outside.Cape Richards Yellow,VR2W-132737,ARRAY,NA,Inactive,2019-05-28T14:00:00Z,NA,146.22,-18.19,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Bucasia Beach SCP,VR2W-132740,ARRAY,NA,Active,2026-03-24T00:00:00Z,NA,149.16,-21.01,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.McSweeney Reef LTMP,VR2W-134260,ARRAY,NA,Active,2025-12-14T23:15:00Z,NA,143.25,-11.01,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Woody/Lowe Isles (Port Douglas),VR2W-135448,ARRAY,NA,Active,2025-02-27T21:00:00Z,NA,145.55,-16.38,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.East Cay LTMP,VR2W-136064,ARRAY,NA,Active,2025-11-11T22:15:00Z,NA,152.57,-21.46,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Biopixel Oceans Foundation.GMY seagrass.Scotts Reef,VR2W-136066,ARRAY,NA,Active,2025-10-29T02:25:00Z,NA,146.17,-17.05,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Tanby Beach SCP,VR2W-136068,ARRAY,NA,Active,2026-02-11T00:00:00Z,NA,150.82,-23.22,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Holbourn (Bowen),VR2W-136069,ARRAY,NA,Active,2026-05-27T00:00:00Z,NA,148.36,-19.73,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Repulse Bay MMP,VR2W-136073,ARRAY,RECOVERED,Inactive,2020-06-14T02:40:00Z,2021-06-03T14:00:00Z,148.86,-20.57,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Bait Reef,VR2W-136076,ARRAY,NA,Active,2026-03-12T00:00:00Z,NA,149.06,-19.82,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.21-139 Reef LTMP,VR2W-136080,ARRAY,NA,Active,2026-01-29T04:30:00Z,NA,151.46,-21.45,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Dunk Island MMP,VR2W-136082,ARRAY,NA,Active,2025-02-10T01:55:00Z,NA,146.14,-17.92,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Normandy (Franklin Group),VR2W-136085,ARRAY,NA,Active,2025-11-19T00:00:00Z,NA,146.07,-17.2,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.21-060 Reef LTMP,VR2W-136087,ARRAY,NA,Active,2026-02-07T22:00:00Z,NA,150.59,-21,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Snake Pit,VR2W-137049,ARRAY,NA,Active,2025-11-04T05:15:00Z,NA,145.57,-14.67,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Flynn Reef,VR2W-137050,ARRAY,NA,Active,2025-05-27T00:00:00Z,NA,146.26,-16.73,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Hastings,VR2W-137052,ARRAY,NA,Active,2025-09-01T00:01:00Z,NA,145.99,-16.52,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Green Island (Cairns),VR2W-137053,ARRAY,NA,Active,2025-06-15T00:00:00Z,NA,145.96,-16.75,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Biopixel Oceans Foundation.GMY seagrass.Frankland_reef,VR2W-137057,ARRAY,NA,Active,2025-10-09T14:40:00Z,NA,146.07,-17.21,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Bramble Reef - Cephalopod Garden,VR2W-137058,ARRAY,NA,Active,2025-08-17T02:39:00Z,NA,146.7,-18.38,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Biopixel Oceans Foundation.GMY seagrass.Frankland_channel,VR2W-137694,ARRAY,NA,Active,2025-10-09T15:40:00Z,NA,146.07,-17.21,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Batt Reef (North Gulley),NA,ARRAY,NA,Inactive,NA,NA,145.71,-16.36,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.240,NA,ARRAY,NA,Inactive,NA,NA,146.49,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.259,NA,ARRAY,NA,Inactive,NA,NA,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.PALFREY_5",NA,ARRAY,NA,Inactive,NA,NA,145.44,-14.69,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.PALFREY_7",NA,ARRAY,NA,Inactive,NA,NA,145.44,-14.69,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.PALFREY_8",NA,ARRAY,NA,Inactive,NA,NA,145.44,-14.69,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.TURTLE_1",NA,ARRAY,NA,Inactive,NA,NA,145.44,-14.67,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.TURTLE_2",NA,ARRAY,NA,Inactive,NA,NA,145.45,-14.65,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.TURTLE_3",NA,ARRAY,NA,Inactive,NA,NA,145.45,-14.65,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.TURTLE_4",NA,ARRAY,NA,Inactive,NA,NA,145.45,-14.65,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.VICKIS_1",NA,ARRAY,NA,Inactive,NA,NA,145.44,-14.68,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.VICKIS_2",NA,ARRAY,NA,Inactive,NA,NA,145.44,-14.68,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y1,NA,ARRAY,NA,Inactive,NA,NA,147.62,-19.29,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y3,NA,ARRAY,NA,Inactive,NA,NA,147.61,-19.3,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y4,NA,ARRAY,NA,Inactive,NA,NA,147.61,-19.3,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y5,NA,ARRAY,NA,Inactive,NA,NA,147.62,-19.3,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y6,NA,ARRAY,NA,Inactive,NA,NA,147.62,-19.3,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y7,NA,ARRAY,NA,Inactive,NA,NA,147.62,-19.3,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.UQ grey nurse shark project.Central Qld.AIMS site,NA,SINGLE,NA,Inactive,NA,NA,151.99,-22.86,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.UQ grey nurse shark project.Fraser Island Offshore.Herald Patches 2,NA,SINGLE,NA,Inactive,NA,NA,152.75,-24.21,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.UQ grey nurse shark project.Fraser Island Offshore.South of Light Ship,NA,SINGLE,NA,Inactive,NA,NA,153.21,-24.44,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Northeast LHI  shelf v2,VR2AR-553495,ARRAY,NA,Active,2025-12-11T03:23:00Z,NA,159.12,-31.44,Lord Howe,Australian Marine Park,DCCEEW,2012-11-17T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Southeast corner of LHI shelf,VR2AR-553497,ARRAY,NA,Active,2025-12-08T03:25:00Z,NA,159.17,-31.62,Lord Howe,Australian Marine Park,DCCEEW,2012-11-17T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Southwest corner of LHI shelf,VR2AR-553498,ARRAY,NA,Active,2025-12-08T02:08:00Z,NA,159.07,-31.68,Lord Howe,Australian Marine Park,DCCEEW,2012-11-17T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Northeast corner of Balls Pyramid shelf,VR2AR-553499,ARRAY,NA,Active,2025-12-10T03:53:00Z,NA,159.25,-31.69,Lord Howe,Australian Marine Park,DCCEEW,2012-11-17T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Southern end of Balls Pyramid shelf,VR2AR-553500,ARRAY,NA,Active,2025-12-10T02:50:00Z,NA,159.25,-31.85,Lord Howe,Australian Marine Park,DCCEEW,2012-11-17T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Middleton Reef.North-west lagoon entrance Middleton Reef,VR2W-101829,SINGLE,RECOVERED,Inactive,2021-06-11T00:00:00Z,2022-05-30T01:00:00Z,159.07,-29.45,Lord Howe,Australian Marine Park,DCCEEW,2012-11-17T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Western edge of LHI shelf,VR2W-105725,ARRAY,LOST,Inactive,2020-01-24T20:50:00Z,2021-01-23T06:36:00Z,159,-31.58,Lord Howe,Australian Marine Park,DCCEEW,2012-11-17T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Elizabeth Reef.East lagoon entrance Elizabeth Reef,VR2W-114570,ARRAY,RECOVERED,Inactive,2021-06-03T00:08:00Z,2022-06-04T03:00:00Z,159.09,-29.93,Lord Howe,Australian Marine Park,DCCEEW,2012-11-17T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Northwest corner of Lord Howe Island shelf,VR2W-120759,ARRAY,LOST,Inactive,2019-01-19T21:10:00Z,2020-01-29T00:00:00Z,158.97,-31.59,Lord Howe,Australian Marine Park,DCCEEW,2012-11-17T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Northeast corner of Lord Howe Island shelf,VR2W-122587,ARRAY,LOST,Inactive,2019-01-19T21:50:00Z,2020-01-17T06:00:00Z,159.09,-31.4,Lord Howe,Australian Marine Park,DCCEEW,2012-11-17T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Elizabeth Reef.North lagoon entrance Elizabeth Reef,VR2W-133942,ARRAY,RECOVERED,Inactive,2021-06-02T02:33:00Z,2022-06-05T00:00:00Z,159.05,-29.91,Lord Howe,Australian Marine Park,DCCEEW,2012-11-17T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Mermaid 2,VR2W-101805,ARRAY,RECOVERED,Inactive,2007-12-11T23:30:00Z,2008-11-18T01:48:00Z,119.64,-17.06,Mermaid Reef,Australian Marine Park,DCCEEW,1991-04-10T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Mermaid 1,VR2W-101900,ARRAY,NA,Inactive,2007-12-12T00:30:00Z,NA,119.61,-17.02,Mermaid Reef,Australian Marine Park,DCCEEW,1991-04-10T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS30,VR2W-122569,ARRAY,RECOVERED,Inactive,2015-04-07T09:33:00Z,2016-09-06T02:35:00Z,119.64,-17.05,Mermaid Reef,Australian Marine Park,DCCEEW,1991-04-10T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS29,VR2W-122579,ARRAY,RECOVERED,Inactive,2015-04-07T08:33:00Z,2016-09-06T00:49:00Z,119.64,-17.06,Mermaid Reef,Australian Marine Park,DCCEEW,1991-04-10T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA).IMOS-ATF Ningaloo Reef South Line.SL11,VR2AR-548529,CURTAIN,NA,Active,2025-11-20T02:21:00Z,NA,113.68,-23.12,Ningaloo,Australian Marine Park,DCCEEW,1987-05-20T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA).IMOS-ATF Ningaloo Reef South Line.SL15,VR2W-101778,CURTAIN,RECOVERED,Inactive,2013-08-19T23:50:00Z,2016-03-16T03:41:00Z,113.66,-23.11,Ningaloo,Australian Marine Park,DCCEEW,1987-05-20T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA).IMOS-ATF Ningaloo Reef Central Line.CL12,VR2W-101820,CURTAIN,LOST,Inactive,2013-08-16T22:08:00Z,2014-12-14T07:15:00Z,113.58,-22.58,Ningaloo,Australian Marine Park,DCCEEW,1987-05-20T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA).IMOS-ATF Ningaloo Reef North Line.NL7,VR2W-101854,CURTAIN,RECOVERED,Inactive,2014-12-13T00:43:00Z,2016-03-21T02:02:00Z,113.89,-21.87,Ningaloo,Australian Marine Park,DCCEEW,1987-05-20T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA).IMOS-ATF Ningaloo Reef South Line.SL16,VR2W-113117,CURTAIN,RECOVERED,Inactive,2013-08-19T23:54:00Z,2016-05-05T00:00:00Z,113.65,-23.11,Ningaloo,Australian Marine Park,DCCEEW,1987-05-20T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA).IMOS-ATF Ningaloo Reef South Line.SL20,VR2W-113129,CURTAIN,RECOVERED,Inactive,2013-08-20T00:08:00Z,2016-05-05T00:00:00Z,113.62,-23.11,Ningaloo,Australian Marine Park,DCCEEW,1987-05-20T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA).IMOS-ATF Ningaloo Reef South Line.SL22,VR2W-113132,CURTAIN,RECOVERED,Inactive,2013-08-18T09:43:35Z,2014-08-13T12:00:22Z,113.6,-23.11,Ningaloo,Australian Marine Park,DCCEEW,1987-05-20T00:00:00Z,Commonwealth
