FID,installation_type,receiver_name,deployment_date,recovery_date,receiver_status,active,geom,imos_b
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 18,ARRAY,VR2W-115057,2015-04-04T08:41:00Z,2016-09-03T04:10:00Z,RECOVERED,Inactive,POINT (119.38 -17.3),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 19,ARRAY,VR2W-101907,2015-04-04T06:21:00Z,2016-09-02T03:01:00Z,RECOVERED,Inactive,POINT (119.35 -17.24),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 2,ARRAY,VR2W-115055,2015-04-03T03:50:00Z,2016-09-03T02:35:00Z,RECOVERED,Inactive,POINT (119.37 -17.27),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 20,ARRAY,VR2W-101750,2015-04-02T06:47:00Z,2016-09-05T02:17:00Z,RECOVERED,Inactive,POINT (118.96 -17.5),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 21,ARRAY,VR2W-101690,2015-04-04T06:50:00Z,2016-09-02T03:36:00Z,RECOVERED,Inactive,POINT (119.36 -17.25),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 22,ARRAY,VR2W-119640,2015-04-02T07:33:00Z,2016-09-05T01:39:00Z,RECOVERED,Inactive,POINT (118.97 -17.53),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 23,ARRAY,VR2W-105732,2015-04-02T08:55:00Z,2016-09-05T00:45:00Z,RECOVERED,Inactive,POINT (118.97 -17.6),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 24,ARRAY,VR2W-106662,2015-04-06T02:40:00Z,2016-09-05T00:20:00Z,RECOVERED,Inactive,POINT (118.95 -17.64),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 25,ARRAY,VR2W-101862,2015-04-03T00:41:00Z,2016-09-03T03:40:00Z,RECOVERED,Inactive,POINT (119.37 -17.28),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 26,ARRAY,VR2W-113137,2015-04-04T09:20:00Z,2016-09-04T00:16:00Z,RECOVERED,Inactive,POINT (119.38 -17.36),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 27,ARRAY,VR2W-101829,2015-04-02T08:17:00Z,2016-09-05T01:10:00Z,RECOVERED,Inactive,POINT (118.97 -17.56),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 28,ARRAY,VR2W-106656,2015-04-06T06:37:00Z,2016-09-05T02:47:00Z,RECOVERED,Inactive,POINT (118.96 -17.53),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS29,ARRAY,VR2W-122579,2015-04-07T08:33:00Z,2016-09-06T00:49:00Z,RECOVERED,Inactive,POINT (119.64 -17.06),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 3,ARRAY,VR2W-101819,2015-04-03T03:15:00Z,2016-09-03T02:56:00Z,RECOVERED,Inactive,POINT (119.37 -17.27),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS30,ARRAY,VR2W-122569,2015-04-07T09:33:00Z,2016-09-06T02:35:00Z,RECOVERED,Inactive,POINT (119.64 -17.05),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 4,ARRAY,VR2W-115056,2015-04-03T02:15:00Z,2016-09-02T09:00:00Z,RECOVERED,Inactive,POINT (119.37 -17.27),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 5,ARRAY,VR2W-101802,2015-04-03T01:18:00Z,2016-09-03T03:17:00Z,RECOVERED,Inactive,POINT (119.37 -17.28),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 6,ARRAY,VR2W-101905,2015-04-05T02:00:00Z,2016-09-03T01:52:00Z,RECOVERED,Inactive,POINT (119.37 -17.27),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 7,ARRAY,VR2W-101749,2015-04-05T03:30:00Z,2016-09-03T02:07:00Z,RECOVERED,Inactive,POINT (119.37 -17.27),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 8,ARRAY,VR2W-101797,2015-04-05T03:08:00Z,2016-09-03T00:30:00Z,RECOVERED,Inactive,POINT (119.37 -17.28),true
acoustic_installation_summary_map.IMOS-ATF Rowley Shoals.IMOS-ATF Rowley Shoals.RS 9,ARRAY,VR2W-101727,2015-04-05T02:56:00Z,2016-09-03T02:00:00Z,RECOVERED,Inactive,POINT (119.37 -17.28),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 1,ARRAY,VR2W-101795,2015-04-12T06:01:00Z,2016-09-10T13:10:00Z,RECOVERED,Inactive,POINT (121.87 -13.87),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 10,ARRAY,VR2W-122575,2015-04-09T07:50:00Z,2016-09-08T01:01:00Z,RECOVERED,Inactive,POINT (121.96 -14.06),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 13,ARRAY,VR2W-105864,2015-04-14T03:47:00Z,2016-09-10T07:52:00Z,RECOVERED,Inactive,POINT (121.89 -13.93),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 16,ARRAY,VR2W-122576,2015-04-14T07:10:00Z,2016-09-10T06:55:00Z,RECOVERED,Inactive,POINT (121.9 -13.93),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 2,ARRAY,VR2W-122574,2015-04-10T07:15:00Z,2016-09-09T00:59:00Z,RECOVERED,Inactive,POINT (121.9 -13.91),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 21,ARRAY,VR2W-114542,2015-04-14T08:10:00Z,2016-09-10T08:48:00Z,RECOVERED,Inactive,POINT (121.89 -13.91),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 22,ARRAY,VR2W-119641,2015-04-14T07:40:00Z,2016-09-10T07:21:00Z,RECOVERED,Inactive,POINT (121.89 -13.92),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 25,ARRAY,VR2W-122582,2015-04-10T06:30:00Z,2016-09-11T23:01:00Z,RECOVERED,Inactive,POINT (121.94 -13.95),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 3,ARRAY,VR2W-111273,2015-04-09T07:15:00Z,2016-09-08T00:20:00Z,RECOVERED,Inactive,POINT (121.96 -14.05),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 4,ARRAY,VR2W-122578,2015-04-10T07:40:00Z,2016-09-09T01:29:00Z,RECOVERED,Inactive,POINT (121.91 -13.91),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 44,ARRAY,VR2W-106651,2015-04-09T22:56:00Z,2016-09-09T23:17:00Z,RECOVERED,Inactive,POINT (121.91 -14),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 45,ARRAY,VR2W-111253,2015-04-16T07:48:00Z,2016-09-12T23:04:00Z,RECOVERED,Inactive,POINT (121.84 -14.01),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 5,ARRAY,VR2W-106232,2015-04-12T06:38:00Z,2016-09-09T02:00:00Z,RECOVERED,Inactive,POINT (121.91 -13.91),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 6,ARRAY,VR2W-114538,2011-11-23T00:18:00Z,2012-11-24T23:59:00Z,RECOVERED,Inactive,POINT (121.91 -13.91),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 7,ARRAY,VR2W-114533,2011-11-25T11:50:00Z,2012-11-29T01:27:00Z,RECOVERED,Inactive,POINT (121.8 -14.04),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 7B,ARRAY,VR2W-120754,2015-04-16T03:12:00Z,2016-09-07T01:05:00Z,RECOVERED,Inactive,POINT (121.79 -14.03),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 8,ARRAY,VR2W-114551,2011-11-24T00:02:00Z,2012-11-29T08:35:31Z,RECOVERED,Inactive,POINT (121.93 -14.02),true
acoustic_installation_summary_map.IMOS-ATF Scott Reef.IMOS-ATF Scott Reef.SR 9,ARRAY,VR2W-106862,2015-04-14T08:10:00Z,2016-09-10T08:19:00Z,RECOVERED,Inactive,POINT (121.9 -13.92),true
acoustic_installation_summary_map.IMOS-ATF Seal Rocks Line.IMOS-ATF Seal Rocks Line.SRL1,CURTAIN,VR2AR-556515,2025-10-07T21:45:00Z,,,Active,POINT (152.54 -32.45),true
acoustic_installation_summary_map.IMOS-ATF Seal Rocks Line.IMOS-ATF Seal Rocks Line.SRL2,CURTAIN,VR2AR-556522,2025-10-07T22:08:00Z,,,Active,POINT (152.54 -32.45),true
acoustic_installation_summary_map.IMOS-ATF Seal Rocks Line.IMOS-ATF Seal Rocks Line.SRL3,CURTAIN,VR2AR-556517,2025-10-07T22:35:00Z,,,Active,POINT (152.55 -32.46),true
acoustic_installation_summary_map.IMOS-ATF Seal Rocks Line.IMOS-ATF Seal Rocks Line.SRL4,CURTAIN,VR2AR-556528,2025-10-07T23:01:00Z,,,Active,POINT (152.56 -32.47),true
acoustic_installation_summary_map.IMOS-ATF Seal Rocks Line.IMOS-ATF Seal Rocks Line.SRL5,CURTAIN,VR2AR-550724,2025-10-07T22:31:00Z,,,Active,POINT (152.56 -32.48),true
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Adelaide coastline.Port entrance,ARRAY,VR2W-138285,2026-07-06T02:30:00Z,,,Active,POINT (138.46 -34.79),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB01,ARRAY,VR2W-110641,2021-01-05T01:31:00Z,2022-03-01T23:50:00Z,RECOVERED,Inactive,POINT (135.45 -34.59),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB02,ARRAY,VR2W-103305,2021-01-05T01:31:00Z,2022-03-02T00:18:00Z,RECOVERED,Inactive,POINT (135.47 -34.6),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB03,ARRAY,VR2W-103308,2021-01-05T02:00:00Z,2022-03-01T23:25:00Z,RECOVERED,Inactive,POINT (135.47 -34.61),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB04,ARRAY,VR2W-115339,2021-01-06T01:31:00Z,2022-03-02T01:38:00Z,RECOVERED,Inactive,POINT (135.49 -34.6),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB05,ARRAY,VR2W-101117,2021-01-05T03:40:00Z,2022-03-02T01:20:00Z,RECOVERED,Inactive,POINT (135.48 -34.6),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB06,ARRAY,VR2W-101685,2021-01-05T04:30:00Z,2022-03-02T01:58:00Z,RECOVERED,Inactive,POINT (135.5 -34.6),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB07,ARRAY,VR2W-101670,2021-01-05T05:10:00Z,2022-03-02T02:30:00Z,RECOVERED,Inactive,POINT (135.5 -34.61),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB08,ARRAY,VR2W-101681,2021-01-06T01:31:00Z,2022-03-01T23:00:00Z,RECOVERED,Inactive,POINT (135.45 -34.61),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB09,ARRAY,VR2W-115336,2021-01-06T01:31:00Z,2022-02-28T03:52:00Z,RECOVERED,Inactive,POINT (135.42 -34.6),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB10,ARRAY,VR2W-101752,2021-01-06T01:31:00Z,2022-02-28T03:10:00Z,RECOVERED,Inactive,POINT (135.41 -34.59),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB11,ARRAY,VR2W-101338,2021-01-06T01:31:00Z,2022-02-28T02:40:00Z,RECOVERED,Inactive,POINT (135.43 -34.56),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB12,ARRAY,VR2W-101724,2021-01-06T01:31:00Z,2022-02-28T01:50:00Z,RECOVERED,Inactive,POINT (135.42 -34.54),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB13,ARRAY,VR2W-114576,2021-01-06T01:31:00Z,2022-02-28T02:15:00Z,RECOVERED,Inactive,POINT (135.43 -34.54),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB14,ARRAY,VR2W-109627,2021-01-06T01:31:00Z,2022-02-28T01:15:00Z,RECOVERED,Inactive,POINT (135.41 -34.54),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB15,ARRAY,VR2W-101915,2021-01-07T05:13:00Z,2022-02-28T06:16:00Z,RECOVERED,Inactive,POINT (135.4 -34.63),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB16,ARRAY,VR2W-101747,2021-01-08T01:31:00Z,2022-02-28T05:38:00Z,RECOVERED,Inactive,POINT (135.39 -34.61),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB17,ARRAY,VR2W-108060,2021-01-08T01:31:00Z,2022-02-28T05:07:00Z,RECOVERED,Inactive,POINT (135.39 -34.61),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB18,ARRAY,VR2W-108446,2021-01-08T01:31:00Z,2022-02-28T04:32:00Z,RECOVERED,Inactive,POINT (135.4 -34.6),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB19,ARRAY,VR2W-103233,2021-01-07T04:30:00Z,2022-03-01T05:30:00Z,RECOVERED,Inactive,POINT (135.36 -34.59),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB20,ARRAY,VR2W-101764,2021-01-08T01:31:00Z,2022-02-28T23:15:00Z,RECOVERED,Inactive,POINT (135.38 -34.59),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB21,ARRAY,VR2W-103353,2021-01-08T01:31:00Z,2022-03-01T04:30:00Z,RECOVERED,Inactive,POINT (135.37 -34.58),false
acoustic_installation_summary_map.IMOS-ATF South Australian Acoustic Tracking Network.Coffin Bay Array.CB22,ARRAY,VR2W-101754,2021-01-08T01:31:00Z,2022-03-01T05:00:00Z,RECOVERED,Inactive,POINT (135.36 -34.58),false
